search URL:,https://patents.google.com/?q=mouse&q=trap&oq=mouse+trap
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
JP-5675638-B2,Methods for diagnosing allergic reactions ,"マサチューセッツ インスティテュート オブ テクノロジー, マサチューセッツ  インスティテュート  オブ  テクノロジー","ジェイ． クリストファー ラブ, ジェイ．  クリストファー ラブ, キン ハン, キン ハン, ビネイ トリプラネニ, ビネイ トリプラネニ",2008-12-04,2009-12-04,2015-02-25,2015-02-25,https://patents.google.com/patent/JP5675638B2/en,https://patentimages.storage.googleapis.com/8d/f8/24/cd29bf60786e10/0005675638-9.png
JP-2007501407-A,"The use of optical bio-disc for performing the method, apparatus, and this is used in detection and quantification of diverse cell types ","バースタイン  テクノロジーズ，インコーポレイティド, 長岡実業株式会社","ロビー  イリンガン ウルシア，ジョゼフ, フランシス ゴードン，ジョン, ハワード コームズ，ジェームズ, チャウ ファン，ブリジット",2003-03-03,2004-03-02,2007-01-25,,https://patents.google.com/patent/JP2007501407A/en,https://patentimages.storage.googleapis.com/97/b5/3d/76a8eb2135e785/2007501407-5.png
KR-20000015893-A,"Antigen binding fragments that specifically detect cancer cells, nucleotides encoding the fragments, and use thereof for the prophylaxis and detection of cancers ","댄 마이클, 노보팜 바이오텍, 인코포레이티드","마이클 디. 댄, 프래딥 케이. 마이티, 하워드 에이. 케이플란",1996-05-22,1997-05-22,2000-03-15,,https://patents.google.com/patent/KR20000015893A/en,
US-2009142334-A1,DETECTION AND MODULATION OF IAPs AND NAIP FOR THE DIAGNOSIS AND TREATMENT OF PROLIFERATIVE DISEASE ,"Aegera Therpeutics, Inc.","Robert G. Korneluk, Alexander E. MacKenzie, Peter Liston, Stephen Baird, Benjamin K. Tsang, Christine Pratt",1997-02-13,2008-04-28,2009-06-04,,https://patents.google.com/patent/US20090142334A1/en,https://patentimages.storage.googleapis.com/US20090142334A1/US20090142334A1-20090604-D00001.png
CA-2252896-C,Inactivation resistant factor viii ,"The Regents Of The University Of Michigan, Randal J. Kaufman, Steven W. Pipe, Kagehiro Amano","Randal J. Kaufman, Steven W. Pipe, Kagehiro Amano",1996-04-24,1997-04-24,2009-03-10,2009-03-10,https://patents.google.com/patent/CA2252896C/en,
AU-3953401-A,"Single chain class i major histo-compatibility complexes, constructs encoding same and methods of generating same ",Technion Research & Development Foundation Ltd.,Yoram Reiter,2000-03-27,2001-03-19,2001-10-08,,https://patents.google.com/patent/AU3953401A/en,
CN-102575298-A,Biological markers for monitoring patient response to VEGF antagonists ,霍夫曼-拉罗奇有限公司,"C.贝斯, J.卡明克, M.布劳尔, M.辛",2009-08-14,2010-08-13,2012-07-11,,https://patents.google.com/patent/CN102575298A/en,
US-8709717-B2,Generation of uniform fragments of nucleic acids using patterned substrates ,"Illumina, Inc.","Kevin Gunderson, Michal Lebl, David L. Heiner",2009-04-03,2010-04-02,2014-04-29,2014-04-29,https://patents.google.com/patent/US8709717B2/en,https://patentimages.storage.googleapis.com/cb/b5/08/345bf2a787c6a9/US08709717-20140429-D00000.png
EP-1852507-A1,"CRSP protein (cysteine-rich secreted proteins), nucleic acid molecules encoding them and uses therefor ","Millennium Pharmaceuticals, Inc.",Sean A. Mccarthy,1997-04-16,1998-04-16,2007-11-07,,https://patents.google.com/patent/EP1852507A1/en,https://patentimages.storage.googleapis.com/1c/87/b1/0ed93ebc8f7db7/imgf0001.png
JP-2002534055-A,Human genes and gene expression products v ,"カイロン  コーポレイション, ハイセク  インコーポレイテッド","マイケル  エイ． イニス，, ルイス  ティー． ウイリアムズ，, ジェイミー エスコベド，, アルタフ カッサム，, パブロ  ドミンゲズ ガルシア，, ベロニカ ガルシア，, クラウス ギース，, デイビッド キタ，, ラドミール クルクベンヤコブ，, ジュリア  シー． ケネディー，, ジュリー サダス−クリンガー，, リー  ウイリアム ジョーンズ，, バーギット スタシェ−クレイン，, ラドジェ ダマナック，, マーク ディクソン，, スネザナ ドルマナック，, デイビッド ポット，, アイバン ラバット，, ジョージ ラムソン，, フィリッポ ランダッゾ，, クリストフ レインハード，, デナ レシュコウィッツ，",1998-05-14,1999-05-13,2002-10-15,,https://patents.google.com/patent/JP2002534055A/en,
US-4438584-A,"Trap for rats, mice, and other vermin ","J. T. Eaton & Company, Inc.","Stanley Z. Baker, Benjamin H. Baker",1979-06-29,1982-01-11,1984-03-27,1984-03-27,https://patents.google.com/patent/US4438584A/en,https://patentimages.storage.googleapis.com/d9/22/ba/f006ec33329ba1/US4438584-drawings-page-2.png
BR-0014972-B1,Bicyclic amino acids and pharmaceutical composition comprising them. ,,"Justin Stephen Bryans, David Clive Blakemore, Simon Osborne, Jean-Marie Receveur",1999-10-20,2000-10-17,2011-09-06,,https://patents.google.com/patent/BR0014972B1/en,
US-2010079404-A1,Movable Track Pad with Added Functionality ,Apple Inc.,"Brett William Degner, Patrick KESSLER, Chris A. Ligtenberg, Thomas W. Wilson, JR., Bartley K. Andre, Matthew P. Casebolt",2008-09-30,2008-09-30,2010-04-01,,https://patents.google.com/patent/US20100079404A1/en,
ES-2724121-T3,Long peptides of 22-45 amino acid residues that induce and / or improve specific immune responses for antigens ,Academisch Ziekenhuis Leiden,"Cornelis Johannes Maria Melief, Der Burg Sjoerd Henricus Van, Tom Henricus Maria Ottenhof, Annemieke Geluk, Maria Johanna Philomena Schoenmaekers-Welters, Rienk Offringa, Rene Everardus Maria Toes, Jong Annemieke M De",2000-12-08,2001-12-07,2019-09-06,2019-09-06,https://patents.google.com/patent/ES2724121T3/en,
CN-107243099-A,Automated injection device ,艾伯维生物技术有限公司,"J.F.朱利安, S.罗尔夫, S.比克内尔, J.马歇尔",2006-06-30,2007-06-29,2017-10-13,,https://patents.google.com/patent/CN107243099A/en,
US-2018228898-A1,Conveniently implantable sustained release drug compositions ,"Ramscor, Inc.","Vernon G. Wong, Louis L. Wood",2004-10-01,2018-03-28,2018-08-16,,https://patents.google.com/patent/US20180228898A1/en,https://patentimages.storage.googleapis.com/d4/fd/42/27d1315f22e109/US20180228898A1-20180816-D00001.png
US-2005222163-A1,Combinations of signal transduction inhibitors ,Pfizer Inc,"Stephen Eck, David Fry, Judith Leopold",2004-03-30,2005-03-30,2005-10-06,,https://patents.google.com/patent/US20050222163A1/en,
KR-101637915-B1,Antibody polypeptides that antagonize cd40l ,"브리스톨-마이어스 스큅 컴퍼니, 도만티스 리미티드","스티븐 지. 나들러, 제임스 케이. 타무라, 로라 프라이스, 로버트 피. 레푸스, 수잔 제이. 수카드, 아니쉬 수리, 제임스 윌리엄 브리슨, 아론 얌니욱, 스티븐 그랜트, 올가 이그나토비히, 필립 드류",2011-10-13,2012-10-12,2016-07-11,2016-07-11,https://patents.google.com/patent/KR101637915B1/en,https://patentimages.storage.googleapis.com/14/65/2f/710ae7f22e8f76/112014043303653-pct00164.png
US-5552281-A,Human osteoclast-specific and -related genes ,Forsyth Dental Infirmary For Children,"Philip Stashenko, Yi-Ping Li, Anne L. Wucherpfennig",1993-04-06,1995-02-23,1996-09-03,1996-09-03,https://patents.google.com/patent/US5552281A/en,https://patentimages.storage.googleapis.com/57/32/55/691cdb6369b347/US5552281-drawings-page-2.png
EP-2890836-B1,Methods related to modulators of eukaryotic cells ,The Scripps Research Institute,"Hongkai ZHANG, Ian A. Wilson, Richard A. Lerner",2012-08-31,2013-08-16,2019-07-17,2019-07-17,https://patents.google.com/patent/EP2890836B1/en,https://patentimages.storage.googleapis.com/be/d7/ec/6193a772b164f9/imgf0001.png
US-9127252-B2,Multipotent stem cells and uses thereof ,"The Brigham And Women's Hospital, Inc.","Keith D. Crawford, Christopher Southgate",2007-05-03,2013-03-13,2015-09-08,2015-09-08,https://patents.google.com/patent/US9127252B2/en,https://patentimages.storage.googleapis.com/14/10/c6/6ede829abdd140/US09127252-20150908-D00001.png
US-7238525-B2,Strategy for leukemia therapy ,The Regents Of The University Of California,"Jean Y. J. Wang, Paolo Vigneri",2000-06-30,2001-06-29,2007-07-03,2007-07-03,https://patents.google.com/patent/US7238525B2/en,https://patentimages.storage.googleapis.com/US7238525B2/US07238525-20070703-D00001.png
JP-2012512244-A,Protein purification ,イー・エム・デイー・ミリポア・コーポレイシヨン,"ジヤバー，ジヤド, モヤ，ウイルソン",2008-12-16,2009-12-02,2012-05-31,,https://patents.google.com/patent/JP2012512244A/en,https://patentimages.storage.googleapis.com/25/4a/e7/666bce1f6a3eb6/2012512244-4.png
US-2016303475-A1,System and method for playing games that require skill ,King.Com Limited,Klas Norden,2012-09-17,2016-06-24,2016-10-20,,https://patents.google.com/patent/US20160303475A1/en,https://patentimages.storage.googleapis.com/35/3b/86/71cb73114e7491/US20160303475A1-20161020-D00000.png
WO-9407466-A1,Compositions for treatmewnt of inflamed tissues ,"Liposome Technology, Inc.","Martin C. Woodle, Francis J. Martin, Shi Kun Huang",1992-10-07,1993-10-07,1994-04-14,,https://patents.google.com/patent/WO1994007466A1/en,
CA-1058518-A,Technetium 99-m labeled radiodiagnostic agents and method of preparation ,"Victor J. Molinski, Joseph A. Wilczewski, Union Carbide Corporation","Victor J. Molinski, Joseph A. Wilczewski",1974-08-29,1975-07-31,1979-07-17,1979-07-17,https://patents.google.com/patent/CA1058518A/en,
ES-2397439-T3,Identification of a microRNA that activates the expression of the myosin beta heavy chain ,Board Of Regents Of The University Of Texas System,"Eric Olson, Eva Van Rooij",2006-08-01,2007-07-31,2013-03-07,2013-03-07,https://patents.google.com/patent/ES2397439T3/en,
AU-779858-B2,System and method for programmable illumination pattern generation ,Bioarray Solutions Ltd,"Chiu Wo Chau, Michael Seul",1999-09-17,2000-09-17,2005-02-17,2005-02-17,https://patents.google.com/patent/AU779858B2/en,
ES-2530222-T3,MANF neurotrophic factor and uses thereof ,Herantis Pharma Plc,"Mart Saarma, Päivi LINDHOLM, Merja Voutilainen, Johan PERÄNEN, Raimo Tuominen, Mikko Airavaara, Veli-Matti LEPPÄNEN, Maria Lindahl, Jaan-Olle Andressoo",2008-04-30,2009-04-30,2015-02-27,2015-02-27,https://patents.google.com/patent/ES2530222T3/en,
CN-102918360-B,Navigation or mapping device and method ,通腾科技股份有限公司,"罗布·范西格伦, 布雷特·博斯克尔",2010-04-09,2010-09-24,2015-11-25,2015-11-25,https://patents.google.com/patent/CN102918360B/en,
EP-3311835-A1,Administration of hypoxia activated prodrugs and antiangiogenic agents for the treatment of cancer ,Threshold Pharmaceuticals Inc.,"Stewart Kroll, John Curd, Charles Hart, Jessica Sun",2010-07-12,2011-07-11,2018-04-25,,https://patents.google.com/patent/EP3311835A1/en,
US-2011129456-A1,Sequential Administration of Chemotherapeutic Agents for Treatment of Cancer ,"Yaolin Wang, Yan Wang, Brian Der-Hua Lu, Ming Liu, Cynthia Seidel-Dugan, Siu-Long Yao","Yaolin Wang, Yan Wang, Brian Der-Hua Lu, Ming Liu, Cynthia Seidel-Dugan, Siu-Long Yao",2008-05-05,2009-05-04,2011-06-02,,https://patents.google.com/patent/US20110129456A1/en,https://patentimages.storage.googleapis.com/6d/6c/00/508568d476a7d7/US20110129456A1-20110602-D00000.png
US-9035024-B2,Compounds that inhibit Hsp90 protein-protein interactions with IAP proteins ,University Of Massachusetts,"Dario C. Altieri, Janet Plescia, Whitney Salz",2004-07-23,2013-04-12,2015-05-19,2015-05-19,https://patents.google.com/patent/US9035024B2/en,https://patentimages.storage.googleapis.com/ad/d9/80/5c65caddf83517/US09035024-20150519-D00001.png
US-5350208-A,Animal waste pickup and disposal unit ,Heinrichson Dante C,Dante C. Heinrichson,1993-12-13,1993-12-13,1994-09-27,1994-09-27,https://patents.google.com/patent/US5350208A/en,https://patentimages.storage.googleapis.com/ee/2b/12/0004ce215c24fa/US5350208-drawings-page-2.png
US-2010034749-A1,Use of a Cationic Collodal Preparation for the Diagnosis and Treatment of Ocular Diseases ,"Medigene Ag, Universitatsklinikum Freiburg","Brita Schulze, Uwe Michaella, Hansjürgen Agostini, Jing Hua, Eric Guenzi, Gottfried Martin, Lutz Hansen",2006-07-10,2007-07-09,2010-02-11,,https://patents.google.com/patent/US20100034749A1/en,https://patentimages.storage.googleapis.com/US20100034749A1/US20100034749A1-20100211-D00000.png
US-2007123563-A1,Selective androgen receptor modulators and method of use thereof ,"Dalton James T, Miller Duane D","James Dalton, Duane Miller",2000-08-24,2006-08-17,2007-05-31,,https://patents.google.com/patent/US20070123563A1/en,https://patentimages.storage.googleapis.com/d4/dc/8c/c4625296069b11/US20070123563A1-20070531-D00001.png
CN-1889977-A,Vaccine compositions comprising an interleukin 18 and saponin adjuvant system ,"葛兰素史密丝克莱恩生物有限公司, 史密丝克莱恩比彻姆公司","C·E·M·布鲁克, C·M·G·格拉尔, Z·L·乔纳克",2003-10-13,2004-10-11,2007-01-03,,https://patents.google.com/patent/CN1889977A/en,
KR-20030074592-A,Methods for stable transduction of cells with viral vectors ,비륵시스 코포레이션,"휴모로랑, 한웨이, 뤼샤오빈, 스테푸쉬킨블라디미르, 레셔미첼, 데이비스브라이언, 창위니엔, 드로풀릭보로",2000-08-31,2001-08-29,2003-09-19,,https://patents.google.com/patent/KR20030074592A/en,
EP-0729102-B1,Cachability attributes for virtual addresses in virtually and physically indexed caches ,Sun Microsystems Inc.,"Dale Greenley, Leslie Kohn, Ken Okin",1995-02-27,1996-02-22,2003-07-23,2003-07-23,https://patents.google.com/patent/EP0729102B1/en,https://patentimages.storage.googleapis.com/ad/18/07/cff3d91ff86d26/00430001.png
CN-105999295-A,Tolerogenic synthetic nanocarriers to reduce immune responses to therapeutic proteins ,西莱克塔生物科技公司,"克里斯托弗·弗雷泽, 岸本·隆·慧, 罗伯托·A·马尔多纳多",2011-04-29,2012-04-27,2016-10-12,,https://patents.google.com/patent/CN105999295A/en,
JP-2007514659-A,Modulators of peroxisome proliferator activated receptor ,イーライ  リリー  アンド  カンパニー,"アラン・エム・ウォーショースキー, エミリー・ジェーン・カナダ, キン・シ, シュ・ヤンピン, ネイサン・ブライアン・マントロ, リン・ステイシー・ゴセット, ワン・ミンミン",2003-11-25,2004-11-16,2007-06-07,,https://patents.google.com/patent/JP2007514659A/en,
JP-2018086032-A,Homogeneous antibody population ,"アムジエン・インコーポレーテツド, Amgen","ディロン トーマス エム．, M Dillon Thomas, ディロン  トーマス エム．, ボンダレンコ パベル, Bondarenko Pavel, ボンダレンコ パベル, ワイピチ ジェット, Wypych Jette, ワイピチ ジェット, アレン マーティン, Allen Martin, アレン マーティン, バランド アライン, Balland Alain, バランド アライン, スピード リッキ マーガレット, Margaret Speed Ricci, スピード  リッキ マーガレット, グオ アミー, Guo Amy, グオ アミー, シェン ウェンヤン, Wenyan Shen, シェン ウェンヤン, ジョンホン サン, Jeonghoon Sun, ジョンホン サン, ベジーナ クリス, Vezina Chris, ベジーナ クリス",2007-09-14,2018-03-06,2018-06-07,,https://patents.google.com/patent/JP2018086032A/en,
US-6720324-B2,Selective melanin concentrating hormone-1 (MCH1) receptor antagonists and uses thereof ,Synaptic Pharmaceutical Corporation,"Mohammad R. Marzabadi, John Wetzel, John E. DeLeon, Bharat Lagu, Charles Gluchowski, Stewart Noble, Dhanapalan Nagarathnam",2000-07-05,2001-07-05,2004-04-13,2004-04-13,https://patents.google.com/patent/US6720324B2/en,
US-4810693-A,Method for inducing biological coverings in wounds ,Procyte Corporation,Loren R. Pickart,1985-02-08,1987-05-11,1989-03-07,1989-03-07,https://patents.google.com/patent/US4810693A/en,https://patentimages.storage.googleapis.com/83/b0/00/f37067a700ba00/US4810693-drawings-page-2.png
CN-1652795-A,Compositions and methods for treating emphysema ,埃里斯医疗公司,爱德华德·因杰尼托,2002-03-11,2003-03-11,2005-08-10,,https://patents.google.com/patent/CN1652795A/en,
WO-2007019503-A2,"Management of ophthalmologic disorders, including macular degeneration ",President And Fellows Of Harvard College,Robert R. Rando,2005-08-08,2006-08-07,2007-02-15,,https://patents.google.com/patent/WO2007019503A2/en,
US-6399078-B1,Chemokine—glycosaminoglycan complexes and their use in treating or preventing receptor mediated diseases ,University Of Maryland Biotechnology Institute,"Anthony L. DeVico, George K. Lewis, Jennifer M. Burns, Robert Gallo",1998-06-01,1999-06-01,2002-06-04,2002-06-04,https://patents.google.com/patent/US6399078B1/en,https://patentimages.storage.googleapis.com/29/3c/58/b34bbbabbafa15/US6399078-drawings-page-3.png
